softID	hardID	geom_i	geom_j	G-APD	V_op	HV_B	HV_C	pos_X	pos_Y	radius
448	3235	4	-10	1211	71138	9	23	3.46	10.5	122.25
449	3337	5	-10	1634	71144	9	31	4.33	10	118.75
450	3336	6	-9	1290	71144	9	31	5.2	9.5	117.25
451	3335	7	-9	1023	71144	9	31	6.06	9	117.75
452	3537	8	-8	743	71104	8	15	6.93	8.5	120.25
453	3536	9	-8	652	71104	8	15	7.79	8	124.75
454	3535	10	-7	365	71104	8	15	8.66	7.5	131.25
455	3637	11	-7	1116	71225	8	23	9.53	7	139.75
456	3636	12	-6	765	71225	8	23	10.39	6.5	150.25
457	3633	12	-5	1048	71098	8	22	10.39	5.5	138.25
458	3630	12	-4	699	71098	8	22	10.39	4.5	128.25
459	3426	12	-3	1360	71101	8	5	10.39	3.5	120.25
460	3423	12	-2	646	71202	8	4	10.39	2.5	114.25
461	3420	12	-1	1619	71202	8	4	10.39	1.5	110.25
462	536	12	0	1609	71149	1	15	10.39	0.5	108.25
463	533	12	1	1026	71145	1	14	10.39	-0.5	108.25
464	530	12	2	752	71145	1	14	10.39	-1.5	110.25
465	336	12	3	557	71118	0	31	10.39	-2.5	114.25
466	333	12	4	129	71148	0	30	10.39	-3.5	120.25
467	330	12	5	1967	71148	0	30	10.39	-4.5	128.25
468	236	12	6	597	71131	0	23	10.39	-5.5	138.25
469	233	12	7	349	71107	0	22	10.39	-6.5	150.25
470	231	11	7	135	71107	0	22	9.53	-7	139.75
471	505	10	8	632	71204	1	9	8.66	-7.5	131.25
472	503	9	8	1275	71149	1	8	7.79	-8	124.75
473	501	8	9	1206	71149	1	8	6.93	-8.5	120.25
474	635	7	9	852	71149	1	23	6.06	-9	117.75
475	633	6	10	812	71171	1	22	5.2	-9.5	117.25
476	631	5	10	398	71171	1	22	4.33	-10	118.75
477	825	4	11	309	71137	2	5	3.46	-10.5	122.25
478	823	3	11	1224	71.22	2	4	2.6	-11	127.75
479	821	2	12	1612	71.22	2	4	1.73	-11.5	135.25
480	925	1	12	972	71274	2	13	0.87	-12	144.75
481	923	0	13	1225	71243	2	12	0	-12.5	156.25
482	924	-1	12	636	71274	2	13	-0.87	-12	144.75
483	1232	-2	12	195	71119	4	22	-1.73	-11.5	135.25
484	1233	-3	11	1202	71119	4	22	-2.6	-11	127.75
485	1234	-4	11	432	71117	4	23	-3.46	-10.5	122.25
486	1332	-5	10	357	71116	4	30	-4.33	-10	118.75
487	1333	-6	10	779	71116	4	30	-5.2	-9.5	117.25
488	1334	-7	9	1228	71145	4	31	-6.06	-9	117.75
489	1532	-8	9	1370	71145	3	14	-6.93	-8.5	120.25
490	1533	-9	8	1664	71145	3	14	-7.79	-8	124.75
491	1534	-10	8	1033	71202	3	15	-8.66	-7.5	131.25
492	1632	-11	7	606	71213	3	22	-9.53	-7	139.75
493	1633	-12	7	440	71213	3	22	-10.39	-6.5	150.25
494	1634	-13	6	1271	71202	3	23	-11.26	-6	162.75
495	1637	-13	5	1663	71202	3	23	-11.26	-5	151.75
496	1421	-13	4	1139	71128	3	4	-11.26	-4	142.75
497	1424	-13	3	590	71131	3	5	-11.26	-3	135.75
498	1427	-13	2	981	71131	3	5	-11.26	-2	130.75
499	2531	-13	1	1975	71039	6	14	-11.26	-1	127.75
500	2534	-13	0	1322	71091	6	15	-11.26	0	126.75
501	2537	-13	-1	684	71091	6	15	-11.26	1	127.75
502	2321	-13	-2	1268	71198	5	28	-11.26	2	130.75
503	2324	-13	-3	665	71169	5	29	-11.26	3	135.75
504	2327	-13	-4	819	71169	5	29	-11.26	4	142.75
505	2231	-13	-5	767	71207	5	22	-11.26	5	151.75
506	2234	-13	-6	1230	71213	5	23	-11.26	6	162.75
507	2237	-13	-7	299	71213	5	23	-11.26	7	175.75
508	2220	-12	-7	2303	71271	5	20	-10.39	7.5	164.25
509	2222	-11	-8	69	71271	5	20	-9.53	8	154.75
510	2507	-10	-8	809	71112	6	9	-8.66	8.5	147.25
511	2430	-9	-9	980	71163	6	6	-7.79	9	141.75
512	2432	-8	-9	2311	71163	6	6	-6.93	9.5	138.25
513	2637	-7	-10	1235	71086	6	23	-6.06	10	136.75
514	2620	-6	-10	403	71154	6	20	-5.2	10.5	137.25
515	2622	-5	-11	742	71154	6	20	-4.33	11	139.75
516	2827	-4	-11	1727	71164	7	5	-3.46	11.5	144.25
517	2810	-3	-12	658	71281	7	2	-2.6	12	150.75
518	2812	-2	-12	489	71281	7	2	-1.73	12.5	159.25
519	2937	-1	-13	298	71134	7	15	-0.87	13	169.75
520	2920	0	-13	74	71229	7	12	0	13.5	182.25
521	2938	1	-13	395	71134	7	15	0.87	13	169.75
522	3221	2	-12	2308	71269	9	20	1.73	12.5	159.25
523	3220	3	-12	1940	71269	9	20	2.6	12	150.75
524	3238	4	-11	1647	71138	9	23	3.46	11.5	144.25
525	3321	5	-11	758	71198	9	28	4.33	11	139.75
526	3320	6	-10	1761	71198	9	28	5.2	10.5	137.25
527	3338	7	-10	719	71144	9	31	6.06	10	136.75
528	3521	8	-9	1977	71171	8	12	6.93	9.5	138.25
529	3520	9	-9	1635	71171	8	12	7.79	9	141.75
530	3538	10	-8	994	71104	8	15	8.66	8.5	147.25
531	3621	11	-8	603	71301	8	20	9.53	8	154.75
532	3620	12	-7	404	71301	8	20	10.39	7.5	164.25
533	3638	13	-7	1003	71225	8	23	11.26	7	175.75
534	3635	13	-6	631	71225	8	23	11.26	6	162.75
535	3632	13	-5	963	71098	8	22	11.26	5	151.75
536	3428	13	-4	824	71101	8	5	11.26	4	142.75
537	3425	13	-3	832	71101	8	5	11.26	3	135.75
538	3422	13	-2	1673	71202	8	4	11.26	2	130.75
539	538	13	-1	1739	71149	1	15	11.26	1	127.75
540	535	13	0	1323	71149	1	15	11.26	0	126.75
541	532	13	1	955	71145	1	14	11.26	-1	127.75
542	338	13	2	833	71118	0	31	11.26	-2	130.75
543	335	13	3	372	71118	0	31	11.26	-3	135.75
544	332	13	4	1730	71148	0	30	11.26	-4	142.75
545	238	13	5	127	71131	0	23	11.26	-5	151.75
546	235	13	6	971	71131	0	23	11.26	-6	162.75
547	232	13	7	300	71107	0	22	11.26	-7	175.75
548	230	12	8	749	71107	0	22	10.39	-7.5	164.25
549	227	11	8	1974	71268	0	21	9.53	-8	154.75
550	502	10	9	1218	71149	1	8	8.66	-8.5	147.25
551	500	9	9	1074	71149	1	8	7.79	-9	141.75
552	437	8	10	1610	71263	1	7	6.93	-9.5	138.25
553	632	7	10	736	71171	1	22	6.06	-10	136.75
554	630	6	11	286	71171	1	22	5.2	-10.5	137.25
555	627	5	11	1655	71288	1	21	4.33	-11	139.75
556	822	4	12	133	71.22	2	4	3.46	-11.5	144.25
557	820	3	12	712	71.22	2	4	2.6	-12	150.75
558	817	2	13	291	71202	2	3	1.73	-12.5	159.25
559	922	1	13	757	71243	2	12	0.87	-13	169.75
560	920	0	14	854	71243	2	12	0	-13.5	182.25
561	921	-1	13	964	71243	2	12	-0.87	-13	169.75
562	1228	-2	13	1752	71293	4	21	-1.73	-12.5	159.25
563	1230	-3	12	405	71119	4	22	-2.6	-12	150.75
564	1231	-4	12	413	71119	4	22	-3.46	-11.5	144.25
565	1328	-5	11	656	71244	4	29	-4.33	-11	139.75
566	1330	-6	11	352	71116	4	30	-5.2	-10.5	137.25
567	1331	-7	10	838	71116	4	30	-6.06	-10	136.75
568	1528	-8	10	709	71268	3	13	-6.93	-9.5	138.25
569	1530	-9	9	983	71145	3	14	-7.79	-9	141.75
570	1531	-10	9	1122	71145	3	14	-8.66	-8.5	147.25
571	1628	-11	8	1925	71288	3	21	-9.53	-8	154.75
572	1630	-12	8	390	71213	3	22	-10.39	-7.5	164.25
573	1631	-13	7	280	71213	3	22	-11.26	-7	175.75
574	1738	-14	7	454	71294	3	31	-12.12	-6.5	189.25
575	1802	-14	6	501	71358	2	16	-12.12	-5.5	177.25
576	1805	-14	5	725	71644	2	17	-12.12	-4.5	167.25
577	1808	-14	4	1215	71644	2	17	-12.12	-3.5	159.25
578	1812	-14	3	68	71316	2	18	-12.12	-2.5	153.25
579	1815	-14	2	1947	71341	2	19	-12.12	-1.5	149.25
580	1818	-14	1	589	71341	2	19	-12.12	-0.5	147.25
581	2332	-14	0	1064	71267	5	30	-12.12	0.5	147.25
582	2335	-14	-1	1350	71.32	5	31	-12.12	1.5	149.25
583	2338	-14	-2	144	71.32	5	31	-12.12	2.5	153.25
584	2312	-14	-3	1616	71277	5	26	-12.12	3.5	159.25
585	2315	-14	-4	1911	71305	5	27	-12.12	4.5	167.25
586	2318	-14	-5	9	71305	5	27	-12.12	5.5	177.25
587	2302	-14	-6	1709	71339	5	24	-12.12	6.5	189.25
588	2305	-14	-7	1950	71285	5	25	-12.12	7.5	203.25
589	2221	-13	-8	18	71271	5	20	-11.26	8	190.75
590	2223	-12	-8	669	71271	5	20	-10.39	8.5	180.25
591	2225	-11	-9	1152	71304	5	21	-9.53	9	171.75
592	2431	-10	-9	1222	71163	6	6	-8.66	9.5	165.25
593	2433	-9	-10	587	71163	6	6	-7.79	10	160.75
594	2435	-8	-10	685	71177	6	7	-6.93	10.5	158.25
595	2621	-7	-11	642	71154	6	20	-6.06	11	157.75
596	2623	-6	-11	750	71154	6	20	-5.2	11.5	159.25
597	2625	-5	-12	1204	71168	6	21	-4.33	12	162.75
598	2811	-4	-12	661	71281	7	2	-3.46	12.5	168.25
599	2813	-3	-13	645	71281	7	2	-2.6	13	175.75
600	2815	-2	-13	1035	71.25	7	3	-1.73	13.5	185.25
601	2921	-1	-14	1900	71229	7	12	-0.87	14	196.75
602	2923	0	-14	492	71229	7	12	0	14.5	210.25
603	2922	1	-14	488	71229	7	12	0.87	14	196.75
604	3224	2	-13	733	71241	9	21	1.73	13.5	185.25
605	3223	3	-13	1216	71269	9	20	2.6	13	175.75
606	3222	4	-12	27	71269	9	20	3.46	12.5	168.25
607	3324	5	-12	293	71178	9	29	4.33	12	162.75
608	3323	6	-11	1936	71198	9	28	5.2	11.5	159.25
609	3322	7	-11	697	71198	9	28	6.06	11	157.75
610	3524	8	-10	621	71113	8	13	6.93	10.5	158.25
611	3523	9	-10	615	71171	8	12	7.79	10	160.75
612	3522	10	-9	382	71171	8	12	8.66	9.5	165.25
613	3624	11	-9	1314	71276	8	21	9.53	9	171.75
614	3623	12	-8	1295	71301	8	20	10.39	8.5	180.25
615	3622	13	-8	653	71301	8	20	11.26	8	190.75
616	3734	14	-7	137	71256	8	31	12.12	7.5	203.25
617	3731	14	-6	1380	71256	8	30	12.12	6.5	189.25
618	3807	14	-5	1261	71037	7	17	12.12	5.5	177.25
619	3804	14	-4	1054	71037	7	17	12.12	4.5	167.25
620	3801	14	-3	1821	71031	7	16	12.12	3.5	159.25
621	3817	14	-2	2315	71004	7	19	12.12	2.5	153.25
622	3814	14	-1	2312	71004	7	19	12.12	1.5	149.25
623	3811	14	0	1219	71005	7	18	12.12	0.5	147.25
624	327	14	1	297	71201	0	29	12.12	-0.5	147.25
625	324	14	2	1148	71201	0	29	12.12	-1.5	149.25
626	321	14	3	666	71201	0	28	12.12	-2.5	153.25
627	317	14	4	1357	71246	0	27	12.12	-3.5	159.25
628	314	14	5	686	71246	0	27	12.12	-4.5	167.25
629	311	14	6	1146	71256	0	26	12.12	-5.5	177.25
630	307	14	7	140	71.28	0	25	12.12	-6.5	189.25
631	304	14	8	1754	71.28	0	25	12.12	-7.5	203.25
632	228	13	8	393	71268	0	21	11.26	-8	190.75
633	226	12	9	1845	71268	0	21	10.39	-8.5	180.25
634	224	11	9	958	71268	0	21	9.53	-9	171.75
635	438	10	10	22	71263	1	7	8.66	-9.5	165.25
636	436	9	10	1373	71263	1	7	7.79	-10	160.75
637	434	8	11	379	71263	1	7	6.93	-10.5	158.25
638	628	7	11	1656	71288	1	21	6.06	-11	157.75
639	626	6	12	1365	71288	1	21	5.2	-11.5	159.25
640	624	5	12	1652	71288	1	21	4.33	-12	162.75
641	818	4	13	500	71202	2	3	3.46	-12.5	168.25
642	816	3	13	121	71202	2	3	2.6	-13	175.75
643	814	2	14	1208	71202	2	3	1.73	-13.5	185.25
644	908	1	14	573	71402	2	11	0.87	-14	196.75
645	906	0	15	539	71402	2	11	0	-14.5	210.25
646	907	-1	14	566	71402	2	11	-0.87	-14	196.75
647	1225	-2	14	328	71293	4	21	-1.73	-13.5	185.25
648	1226	-3	13	213	71293	4	21	-2.6	-13	175.75
649	1227	-4	13	1903	71293	4	21	-3.46	-12.5	168.25
650	1325	-5	12	855	71244	4	29	-4.33	-12	162.75
651	1326	-6	12	1355	71244	4	29	-5.2	-11.5	159.25
652	1327	-7	11	1358	71244	4	29	-6.06	-11	157.75
653	1525	-8	11	677	71268	3	13	-6.93	-10.5	158.25
654	1526	-9	10	24	71268	3	13	-7.79	-10	160.75
655	1527	-10	10	1124	71268	3	13	-8.66	-9.5	165.25
656	1625	-11	9	1067	71288	3	21	-9.53	-9	171.75
657	1626	-12	9	1710	71288	3	21	-10.39	-8.5	180.25
658	1627	-13	8	688	71288	3	21	-11.26	-8	190.75
659	1735	-14	8	1908	71294	3	31	-12.12	-7.5	203.25
660	1736	-15	7	1066	71294	3	31	-12.99	-7	217.75
661	1800	-15	6	366	71358	2	16	-12.99	-6	204.75
662	1803	-15	5	44	71358	2	16	-12.99	-5	193.75
663	1806	-15	4	746	71644	2	17	-12.99	-4	184.75
664	1810	-15	3	407	71316	2	18	-12.99	-3	177.75
665	1813	-15	2	1630	71316	2	18	-12.99	-2	172.75
666	1816	-15	1	2317	71341	2	19	-12.99	-1	169.75
667	2330	-15	0	592	71267	5	30	-12.99	0	168.75
668	2333	-15	-1	2316	71267	5	30	-12.99	1	169.75
669	2336	-15	-2	1753	71.32	5	31	-12.99	2	172.75
670	2310	-15	-3	593	71277	5	26	-12.99	3	177.75
671	2313	-15	-4	1633	71277	5	26	-12.99	4	184.75
672	2316	-15	-5	2309	71305	5	27	-12.99	5	193.75
673	2300	-15	-6	1363	71339	5	24	-12.99	6	204.75
674	2303	-15	-7	1881	71339	5	24	-12.99	7	217.75
675	2306	-15	-8	502	71285	5	25	-12.99	8	232.75
676	2308	-14	-8	507	71285	5	25	-12.12	8.5	219.25
677	2224	-13	-9	698	71304	5	21	-11.26	9	207.75
678	2226	-12	-9	1672	71304	5	21	-10.39	9.5	198.25
679	2228	-11	-10	260	71304	5	21	-9.53	10	190.75
680	2434	-10	-10	678	71177	6	7	-8.66	10.5	185.25
681	2436	-9	-11	975	71177	6	7	-7.79	11	181.75
682	2438	-8	-11	1339	71177	6	7	-6.93	11.5	180.25
683	2624	-7	-12	1150	71168	6	21	-6.06	12	180.75
684	2626	-6	-12	1340	71168	6	21	-5.2	12.5	183.25
685	2628	-5	-13	674	71168	6	21	-4.33	13	187.75
686	2814	-4	-13	1025	71.25	7	3	-3.46	13.5	194.25
687	2816	-3	-14	1041	71.25	7	3	-2.6	14	202.75
688	2818	-2	-14	1145	71.25	7	3	-1.73	14.5	213.25
689	2924	-1	-15	510	71263	7	13	-0.87	15	225.75
690	2926	0	-15	704	71263	7	13	0	15.5	240.25
691	2925	1	-15	517	71263	7	13	0.87	15	225.75
692	3227	2	-14	1205	71241	9	21	1.73	14.5	213.25
693	3226	3	-14	1142	71241	9	21	2.6	14	202.75
694	3225	4	-13	960	71241	9	21	3.46	13.5	194.25
695	3327	5	-13	1946	71178	9	29	4.33	13	187.75
696	3326	6	-12	583	71178	9	29	5.2	12.5	183.25
697	3325	7	-12	579	71178	9	29	6.06	12	180.75
698	3527	8	-11	619	71113	8	13	6.93	11.5	180.25
699	3526	9	-11	1966	71113	8	13	7.79	11	181.75
700	3525	10	-10	84	71113	8	13	8.66	10.5	185.25
701	3627	11	-10	672	71276	8	21	9.53	10	190.75
702	3626	12	-9	1783	71276	8	21	10.39	9.5	198.25
703	3625	13	-9	1614	71276	8	21	11.26	9	207.75
704	3737	14	-8	633	71256	8	31	12.12	8.5	219.25
705	3736	15	-8	585	71256	8	31	12.99	8	232.75
706	3733	15	-7	20	71256	8	30	12.99	7	217.75
707	3730	15	-6	508	71256	8	30	12.99	6	204.75
708	3806	15	-5	1939	71037	7	17	12.99	5	193.75
709	3803	15	-4	1151	71031	7	16	12.99	4	184.75
710	3800	15	-3	1125	71031	7	16	12.99	3	177.75
711	3816	15	-2	967	71004	7	19	12.99	2	172.75
712	3813	15	-1	1620	71005	7	18	12.99	1	169.75
713	3810	15	0	1120	71005	7	18	12.99	0	168.75
714	326	15	1	289	71201	0	29	12.99	-1	169.75
715	323	15	2	650	71201	0	28	12.99	-2	172.75
716	320	15	3	2305	71201	0	28	12.99	-3	177.75
