,id,pos_X,pos_Y
1042,1042,-3.46,8.5
1043,1043,-1.73,8.5
1044,1044,0.0,16.5
1045,1045,-0.87,17.0
1046,1046,0.87,17.0
1047,1047,0.0,17.5
1048,1048,0.87,18.0
1049,1049,2.6,18.0
1050,1050,1.73,18.5
1051,1051,2.6,19.0
1052,1052,1.73,19.5
1053,1053,-2.6,18.0
1054,1054,-0.87,18.0
1055,1055,-1.73,18.5
1056,1056,-2.6,19.0
1057,1057,0.0,18.5
1058,1058,-0.87,19.0
1059,1059,0.87,19.0
1060,1060,-1.73,19.5
1061,1061,0.0,19.5
1062,1062,0.0,13.5
1063,1063,-0.87,14.0
1064,1064,0.87,14.0
1065,1065,0.0,14.5
1066,1066,-0.87,15.0
1067,1067,0.87,15.0
1068,1068,0.0,15.5
1069,1069,-0.87,16.0
1070,1070,0.87,16.0
1071,1071,0.0,10.5
1072,1072,-0.87,11.0
1073,1073,0.87,11.0
1074,1074,0.0,11.5
1075,1075,-0.87,12.0
1076,1076,0.87,12.0
1077,1077,0.0,12.5
1078,1078,-0.87,13.0
1079,1079,0.87,13.0
1080,1080,0.0,7.5
1081,1081,-0.87,8.0
1082,1082,0.87,8.0
1083,1083,0.0,8.5
1084,1084,-0.87,9.0
1085,1085,0.87,9.0
1086,1086,0.0,9.5
1087,1087,-0.87,10.0
1088,1088,0.87,10.0
1089,1089,0.0,4.5
1090,1090,-0.87,5.0
1091,1091,0.87,5.0
1092,1092,0.0,5.5
1093,1093,-0.87,6.0
1094,1094,0.87,6.0
1095,1095,0.0,6.5
1096,1096,-0.87,7.0
1097,1097,0.87,7.0
1098,1098,0.0,1.5
1099,1099,-0.87,2.0
1100,1100,0.87,2.0
1101,1101,0.0,2.5
1102,1102,-0.87,3.0
1103,1103,0.87,3.0
1104,1104,0.0,3.5
1105,1105,-0.87,4.0
1106,1106,0.87,4.0
1107,1107,2.6,0.0
1108,1108,1.73,0.5
1109,1109,3.46,0.5
1110,1110,2.6,1.0
1111,1111,1.73,1.5
1112,1112,3.46,1.5
1113,1113,2.6,2.0
1114,1114,1.73,2.5
1115,1115,3.46,2.5
1116,1116,2.6,6.0
1117,1117,1.73,6.5
1118,1118,3.46,6.5
1119,1119,2.6,7.0
1120,1120,1.73,7.5
1121,1121,3.46,7.5
1122,1122,2.6,8.0
1123,1123,1.73,8.5
1124,1124,3.46,8.5
1125,1125,2.6,3.0
1126,1126,1.73,3.5
1127,1127,3.46,3.5
1128,1128,2.6,4.0
1129,1129,1.73,4.5
1130,1130,3.46,4.5
1131,1131,2.6,5.0
1132,1132,1.73,5.5
1133,1133,3.46,5.5
1134,1134,5.2,1.5
1135,1135,4.33,2.0
1136,1136,6.06,2.0
1137,1137,5.2,2.5
1138,1138,4.33,3.0
1139,1139,6.06,3.0
1140,1140,5.2,3.5
1141,1141,4.33,4.0
1142,1142,6.06,4.0
1143,1143,5.2,-1.5
1144,1144,4.33,-1.0
1145,1145,6.06,-1.0
1146,1146,5.2,-0.5
1147,1147,4.33,0.0
1148,1148,6.06,0.0
1149,1149,5.2,0.5
1150,1150,4.33,1.0
1151,1151,6.06,1.0
1152,1152,5.2,16.5
1153,1153,4.33,17.0
1154,1154,6.06,17.0
1155,1155,5.2,17.5
1156,1156,4.33,18.0
1157,1157,3.46,18.5
1158,1158,5.2,18.5
1159,1159,4.33,19.0
1160,1160,3.46,19.5
1161,1161,2.6,15.0
1162,1162,1.73,15.5
1163,1163,3.46,15.5
1164,1164,2.6,16.0
1165,1165,1.73,16.5
1166,1166,3.46,16.5
1167,1167,2.6,17.0
1168,1168,1.73,17.5
1169,1169,3.46,17.5
1170,1170,2.6,12.0
1171,1171,1.73,12.5
1172,1172,3.46,12.5
1173,1173,2.6,13.0
1174,1174,1.73,13.5
1175,1175,3.46,13.5
1176,1176,2.6,14.0
1177,1177,1.73,14.5
1178,1178,3.46,14.5
1179,1179,2.6,9.0
1180,1180,1.73,9.5
1181,1181,3.46,9.5
1182,1182,2.6,10.0
1183,1183,1.73,10.5
1184,1184,3.46,10.5
1185,1185,2.6,11.0
1186,1186,1.73,11.5
1187,1187,3.46,11.5
1188,1188,6.93,15.5
1189,1189,7.79,16.0
1190,1190,6.93,16.5
1191,1191,7.79,17.0
1192,1192,6.93,17.5
1193,1193,8.66,17.5
1194,1194,6.06,18.0
1195,1195,7.79,18.0
1196,1196,6.93,18.5
1197,1197,5.2,13.5
1198,1198,4.33,14.0
1199,1199,6.06,14.0
1200,1200,5.2,14.5
1201,1201,4.33,15.0
1202,1202,6.06,15.0
1203,1203,5.2,15.5
1204,1204,4.33,16.0
1205,1205,6.06,16.0
1206,1206,5.2,10.5
1207,1207,4.33,11.0
1208,1208,6.06,11.0
1209,1209,5.2,11.5
1210,1210,4.33,12.0
1211,1211,6.06,12.0
1212,1212,5.2,12.5
1213,1213,4.33,13.0
1214,1214,6.06,13.0
1215,1215,5.2,7.5
1216,1216,4.33,8.0
1217,1217,6.06,8.0
1218,1218,5.2,8.5
1219,1219,4.33,9.0
1220,1220,6.06,9.0
1221,1221,5.2,9.5
1222,1222,4.33,10.0
1223,1223,6.06,10.0
1224,1224,7.79,3.0
1225,1225,6.93,3.5
1226,1226,8.66,3.5
1227,1227,7.79,4.0
1228,1228,6.93,4.5
1229,1229,8.66,4.5
1230,1230,7.79,5.0
1231,1231,6.93,5.5
1232,1232,8.66,5.5
1233,1233,5.2,4.5
1234,1234,4.33,5.0
1235,1235,6.06,5.0
1236,1236,5.2,5.5
1237,1237,4.33,6.0
1238,1238,6.06,6.0
1239,1239,5.2,6.5
1240,1240,4.33,7.0
1241,1241,6.06,7.0
1242,1242,10.39,1.5
1243,1243,9.53,2.0
1244,1244,11.26,2.0
1245,1245,10.39,2.5
1246,1246,9.53,3.0
1247,1247,11.26,3.0
1248,1248,10.39,3.5
1249,1249,9.53,4.0
1250,1250,11.26,4.0
1251,1251,7.79,0.0
1252,1252,6.93,0.5
1253,1253,8.66,0.5
1254,1254,7.79,1.0
1255,1255,6.93,1.5
1256,1256,8.66,1.5
1257,1257,7.79,2.0
1258,1258,6.93,2.5
1259,1259,8.66,2.5
1260,1260,7.79,15.0
1261,1261,9.53,15.0
1262,1262,8.66,15.5
1263,1263,8.66,16.5
1264,1264,10.39,15.5
1265,1265,9.53,16.0
1266,1266,11.26,16.0
1267,1267,10.39,16.5
1268,1268,9.53,17.0
1269,1269,7.79,12.0
1270,1270,6.93,12.5
1271,1271,8.66,12.5
1272,1272,7.79,13.0
1273,1273,6.93,13.5
1274,1274,8.66,13.5
1275,1275,7.79,14.0
1276,1276,6.93,14.5
1277,1277,8.66,14.5
1278,1278,7.79,9.0
1279,1279,6.93,9.5
1280,1280,8.66,9.5
1281,1281,7.79,10.0
1282,1282,6.93,10.5
1283,1283,8.66,10.5
1284,1284,7.79,11.0
1285,1285,6.93,11.5
1286,1286,8.66,11.5
1287,1287,7.79,6.0
1288,1288,6.93,6.5
1289,1289,8.66,6.5
1290,1290,7.79,7.0
1291,1291,6.93,7.5
1292,1292,8.66,7.5
1293,1293,7.79,8.0
1294,1294,6.93,8.5
1295,1295,8.66,8.5
1296,1296,10.39,13.5
1297,1297,9.53,14.0
1298,1298,11.26,14.0
1299,1299,10.39,14.5
1300,1300,12.99,14.0
1301,1301,12.12,14.5
1302,1302,11.26,15.0
1303,1303,12.99,15.0
1304,1304,12.12,15.5
1305,1305,10.39,10.5
1306,1306,9.53,11.0
1307,1307,11.26,11.0
1308,1308,10.39,11.5
1309,1309,9.53,12.0
1310,1310,11.26,12.0
1311,1311,10.39,12.5
1312,1312,9.53,13.0
1313,1313,11.26,13.0
1314,1314,10.39,7.5
1315,1315,9.53,8.0
1316,1316,11.26,8.0
1317,1317,10.39,8.5
1318,1318,9.53,9.0
1319,1319,11.26,9.0
1320,1320,10.39,9.5
1321,1321,9.53,10.0
1322,1322,11.26,10.0
1323,1323,10.39,4.5
1324,1324,9.53,5.0
1325,1325,11.26,5.0
1326,1326,10.39,5.5
1327,1327,9.53,6.0
1328,1328,11.26,6.0
1329,1329,10.39,6.5
1330,1330,9.53,7.0
1331,1331,11.26,7.0
1332,1332,14.72,11.0
1333,1333,14.72,12.0
1334,1334,13.86,12.5
1335,1335,14.72,13.0
1336,1336,12.99,12.0
1337,1337,12.12,12.5
1338,1338,12.99,13.0
1339,1339,12.12,13.5
1340,1340,13.86,13.5
1341,1341,12.99,9.0
1342,1342,12.12,9.5
1343,1343,13.86,9.5
1344,1344,12.99,10.0
1345,1345,12.12,10.5
1346,1346,13.86,10.5
1347,1347,12.99,11.0
1348,1348,12.12,11.5
1349,1349,13.86,11.5
1350,1350,15.59,7.5
1351,1351,14.72,8.0
1352,1352,15.59,8.5
1353,1353,14.72,9.0
1354,1354,15.59,9.5
1355,1355,14.72,10.0
1356,1356,15.59,10.5
1357,1357,16.45,11.0
1358,1358,15.59,11.5
1359,1359,12.99,6.0
1360,1360,12.12,6.5
1361,1361,13.86,6.5
1362,1362,12.99,7.0
1363,1363,12.12,7.5
1364,1364,13.86,7.5
1365,1365,12.99,8.0
1366,1366,12.12,8.5
1367,1367,13.86,8.5
1368,1368,12.99,3.0
1369,1369,12.12,3.5
1370,1370,13.86,3.5
1371,1371,12.99,4.0
1372,1372,12.12,4.5
1373,1373,13.86,4.5
1374,1374,12.99,5.0
1375,1375,12.12,5.5
1376,1376,13.86,5.5
1377,1377,12.99,0.0
1378,1378,12.12,0.5
1379,1379,13.86,0.5
1380,1380,12.99,1.0
1381,1381,12.12,1.5
1382,1382,13.86,1.5
1383,1383,12.99,2.0
1384,1384,12.12,2.5
1385,1385,13.86,2.5
1386,1386,15.59,1.5
1387,1387,14.72,2.0
1388,1388,16.45,2.0
1389,1389,15.59,2.5
1390,1390,14.72,3.0
1391,1391,16.45,3.0
1392,1392,15.59,3.5
1393,1393,14.72,4.0
1394,1394,16.45,4.0
1395,1395,15.59,-1.5
1396,1396,14.72,-1.0
1397,1397,16.45,-1.0
1398,1398,15.59,-0.5
1399,1399,14.72,0.0
1400,1400,16.45,0.0
1401,1401,15.59,0.5
1402,1402,14.72,1.0
1403,1403,16.45,1.0
1404,1404,17.32,6.5
1405,1405,18.19,7.0
1406,1406,17.32,7.5
1407,1407,18.19,8.0
1408,1408,16.45,8.0
1409,1409,17.32,8.5
1410,1410,16.45,9.0
1411,1411,17.32,9.5
1412,1412,16.45,10.0
1413,1413,15.59,4.5
1414,1414,14.72,5.0
1415,1415,16.45,5.0
1416,1416,15.59,5.5
1417,1417,14.72,6.0
1418,1418,16.45,6.0
1419,1419,15.59,6.5
1420,1420,14.72,7.0
1421,1421,16.45,7.0
1422,1422,18.19,6.0
1423,1423,19.05,5.5
1424,1424,17.32,5.5
1425,1425,18.19,5.0
1426,1426,19.05,4.5
1427,1427,17.32,4.5
1428,1428,18.19,4.0
1429,1429,19.05,3.5
1430,1430,17.32,3.5
1431,1431,18.19,3.0
1432,1432,19.05,2.5
1433,1433,17.32,2.5
1434,1434,18.19,2.0
1435,1435,19.05,1.5
1436,1436,17.32,1.5
1437,1437,18.19,1.0
1438,1438,19.05,0.5
1439,1439,17.32,0.5
