id ,pos_X,pos_Y
1251,17.32,-5.5
1252,17.32,-6.5
1253,17.32,-7.5
1254,17.32,-8.5
1255,17.32,-9.5
1256,16.45,-11.0
1257,15.59,-11.5
1258,14.72,-12.0
1259,13.86,-12.5
1260,12.99,-13.0
1261,12.12,-13.5
1262,11.26,-14.0
1263,10.39,-14.5
1264,9.53,-15.0
1265,8.66,-15.5
1266,7.79,-16.0
1267,6.93,-16.5
1268,6.06,-17.0
1269,5.2,-17.5
1270,4.33,-18.0
1271,3.46,-18.5
1272,2.6,-19.0
1273,1.73,-19.5
1274,-1.73,-19.5
1275,-2.6,-19.0
1276,-3.46,-18.5
1277,-4.33,-18.0
1278,-5.2,-17.5
1279,-6.06,-17.0
1280,-6.93,-16.5
1281,-7.79,-16.0
1282,-8.66,-15.5
1283,-9.53,-15.0
1284,-10.39,-14.5
1285,-11.26,-14.0
1286,-12.12,-13.5
1287,-12.99,-13.0
1288,-13.86,-12.5
1289,-14.72,-12.0
1290,-15.59,-11.5
1291,-16.45,-11.0
1292,-18.19,-8.0
1293,-18.19,-7.0
1294,-18.19,-6.0
1295,-18.19,-5.0
1296,-18.19,-4.0
1297,-18.19,-3.0
1298,-18.19,-2.0
1299,-18.19,-1.0
1300,-18.19,0.0
1301,-18.19,1.0
1302,-18.19,2.0
1303,-18.19,3.0
1304,-18.19,4.0
1305,-18.19,5.0
1306,-18.19,6.0
1307,-18.19,7.0
1308,-18.19,8.0
1309,-14.72,13.0
1310,-13.86,13.5
1311,-12.99,14.0
1312,-12.12,14.5
1313,-11.26,15.0
1314,-10.39,15.5
1315,-9.53,16.0
1316,-8.66,16.5
1317,-7.79,17.0
1318,-6.93,17.5
1319,-6.06,18.0
1320,-5.2,18.5
1321,-4.33,19.0
1322,-3.46,19.5
1323,3.46,19.5
1324,4.33,19.0
1325,5.2,18.5
1326,6.06,18.0
1327,6.93,17.5
1328,7.79,17.0
1329,8.66,16.5
1330,9.53,16.0
1331,10.39,15.5
1332,11.26,15.0
1333,12.12,14.5
1334,12.99,14.0
1335,13.86,13.5
1336,14.72,13.0
1337,18.19,8.0
1338,18.19,7.0
1339,18.19,6.0
1340,18.19,5.0
1341,18.19,4.0
1342,18.19,3.0
1343,18.19,2.0
1344,18.19,1.0
1345,18.19,0.0
1346,18.19,-1.0
1347,18.19,-2.0
1348,18.19,-3.0
1349,18.19,-4.0
1350,18.19,-5.0
1351,18.19,-6.0
1352,18.19,-7.0
1353,18.19,-8.0
1354,14.72,-13.0
1355,13.86,-13.5
1356,12.99,-14.0
1357,12.12,-14.5
1358,11.26,-15.0
1359,10.39,-15.5
1360,9.53,-16.0
1361,8.66,-16.5
1362,7.79,-17.0
1363,6.93,-17.5
1364,6.06,-18.0
1365,5.2,-18.5
1366,4.33,-19.0
1367,3.46,-19.5
1368,-3.46,-19.5
1369,-4.33,-19.0
1370,-5.2,-18.5
1371,-6.06,-18.0
1372,-6.93,-17.5
1373,-7.79,-17.0
1374,-8.66,-16.5
1375,-9.53,-16.0
1376,-10.39,-15.5
1377,-11.26,-15.0
1378,-12.12,-14.5
1379,-12.99,-14.0
1380,-13.86,-13.5
1381,-14.72,-13.0
1382,-19.05,-5.5
1383,-19.05,-4.5
1384,-19.05,-3.5
1385,-19.05,-2.5
1386,-19.05,-1.5
1387,-19.05,-0.5
1388,-19.05,0.5
1389,-19.05,1.5
1390,-19.05,2.5
1391,-19.05,3.5
1392,-19.05,4.5
1393,-19.05,5.5
1394,-12.99,15.0
1395,-12.12,15.5
1396,-11.26,16.0
1397,-10.39,16.5
1398,-9.53,17.0
1399,-8.66,17.5
1400,-7.79,18.0
1401,-6.93,18.5
1402,6.93,18.5
1403,7.79,18.0
1404,8.66,17.5
1405,9.53,17.0
1406,10.39,16.5
1407,11.26,16.0
1408,12.12,15.5
1409,12.99,15.0
1410,19.05,5.5
1411,19.05,4.5
1412,19.05,3.5
1413,19.05,2.5
1414,19.05,1.5
1415,19.05,0.5
1416,19.05,-0.5
1417,19.05,-1.5
1418,19.05,-2.5
1419,19.05,-3.5
1420,19.05,-4.5
1421,19.05,-5.5
1422,12.99,-15.0
1423,12.12,-15.5
1424,11.26,-16.0
1425,10.39,-16.5
1426,9.53,-17.0
1427,8.66,-17.5
1428,7.79,-18.0
1429,6.93,-18.5
1430,-6.93,-18.5
1431,-7.79,-18.0
1432,-8.66,-17.5
1433,-9.53,-17.0
1434,-10.39,-16.5
1435,-11.26,-16.0
1436,-12.12,-15.5
1437,-12.99,-15.0
1438,19.05,-6.5
1439,-19.05,-6.5
